customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1045-UHJRO,Female,0,No,No,67,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,81.93,5482.34,0
2444-TMJIM,Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),99.54,1097.69,1
2652-CVWCA,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.35,164.53,0
3699-BKNJG,Male,1,Yes,No,57,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),113.64,6504.67,1
8905-WAZGO,Female,1,No,No,9,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),101.7,896.61,1
2893-ZKFVG,Male,1,Yes,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),93.11,733.07,1
2944-GAJUO,Male,0,Yes,No,60,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),64.91,3913.64,0
3406-HXSCW,Male,0,No,No,59,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,36.34,2136.05,0
6358-ODFYJ,Male,0,No,No,60,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,46.91,2809.36,0
9787-RPRFS,Female,0,Yes,Yes,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.14,1754.71,0
6980-QRMGT,Male,0,No,Yes,38,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),86.09,3245.81,1
2966-LBLLX,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.06,102.91,1
3984-DDRPN,Male,0,No,No,40,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),96.31,3853.46,0
9133-QQCFW,Male,0,Yes,Yes,36,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),84.34,3036.79,1
4934-MIUIH,Male,0,No,No,42,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,109.08,4574.09,1
5377-QPPSX,Female,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),109.91,509.61,1
2600-PYNTN,Male,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,81.13,3337.42,1
7003-NNLFT,Male,0,Yes,Yes,64,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,64.84,4155.42,0
2392-MPIBV,Male,1,Yes,No,65,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,58.49,3810.71,1
8369-CJTBX,Male,0,No,No,10,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,53.92,549.46,0
4207-JHQZV,Female,1,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),80.2,485.95,1
8285-AFGOR,Male,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,111.59,767.47,0
5253-IHYJD,Male,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),105.81,7409.43,0
4424-THAHW,Male,0,No,No,8,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,80.16,642.49,1
1426-LWYOM,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),86.78,521.16,1
6035-PZWRA,Female,1,Yes,Yes,11,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,69.18,758.26,1
9106-QPWET,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),118.75,239.28,1
1410-UJZFL,Female,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.49,759.03,1
9679-JVQBS,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.33,49.33,1
9039-TFMIL,Female,0,Yes,No,38,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),62.76,2396.79,1
8662-RHYRY,Male,0,No,No,39,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),67.09,2627.13,1
3486-WYVBH,Male,0,No,No,39,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,102.53,4018.02,0
9654-JIXRH,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.67,1866.52,0
1779-SCIMI,Male,0,Yes,No,5,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.69,365.56,0
5376-YTLWM,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.25,31.86,1
9703-HOMUM,Female,0,Yes,No,2,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),101.6,204.38,1
4647-QOYVS,Male,0,No,No,28,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),41.0,1148.72,0
1210-CNJQH,Male,0,No,No,11,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,102.63,1136.49,0
3487-RLQWK,Male,1,Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),117.34,5664.3,0
7134-IVXXY,Female,0,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,90.45,5436.36,0
9554-WYOIL,Female,0,Yes,Yes,3,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),52.69,163.5,1
6832-KQFHJ,Male,0,Yes,No,69,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,71.57,4917.26,1
5241-YODRK,Female,0,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,94.67,555.28,1
2049-IIHCU,Male,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,110.59,3984.13,0
9085-RNCQD,Female,1,No,No,4,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,107.15,406.34,1
8380-UROSV,Female,1,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.36,1181.08,0
9624-FOGLP,Female,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.22,5759.76,1
7545-ITEKB,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.25,172.41,0
9587-VPDEG,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),85.4,853.86,1
5029-FXVJN,Male,0,No,Yes,61,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,65.18,3968.71,0
2972-HNNTW,Male,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.81,331.82,1
4608-CAIIV,Female,0,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.11,769.74,0
3099-BPHZF,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),107.4,530.84,1
2499-WMASO,Female,1,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),104.32,456.23,1
2109-AJALK,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.49,146.82,1
4001-QDWGL,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),96.49,6183.35,0
5030-MEFBU,Male,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.67,77.07,1
1652-GNYVN,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),83.64,340.63,1
8839-JDCYW,Male,0,Yes,Yes,66,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,101.27,6690.55,1
3732-NFWOH,Female,0,Yes,Yes,63,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.1,3299.91,1
1242-ECCMB,Male,1,No,No,70,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,90.11,6311.68,1
2795-XALHS,Male,1,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.3,987.01,1
2702-INRJI,Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),84.08,1160.07,1
6918-FAEJY,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,117.29,850.87,1
6612-MVWDA,Female,0,No,Yes,12,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),100.43,1185.37,1
5147-UBXDQ,Male,0,No,No,66,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,53.9,3588.58,0
2498-JWLBC,Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.21,246.83,1
3756-NYOMI,Male,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,105.69,2757.81,1
7713-BSPKL,Male,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,385.33,0
9015-YABPB,Female,0,No,No,65,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,57.88,3759.21,0
3178-ZSJSJ,Male,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.25,1284.82,0
5387-PMPRX,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.99,568.73,1
5176-HXRMY,Male,0,Yes,Yes,14,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.86,994.7,1
8786-GUWXY,Female,0,Yes,Yes,7,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,66.57,462.14,1
8961-RFIFR,Female,1,No,No,23,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),66.43,1525.45,0
4708-QLCEG,Male,0,Yes,Yes,30,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),57.52,1712.0,1
1705-JJSYZ,Female,1,No,No,71,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,92.63,6590.58,1
2872-DJRCU,Male,0,Yes,No,57,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,46.29,2641.03,1
5191-CEPTM,Male,1,No,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.77,1576.07,1
9061-KZMSF,Female,0,Yes,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,159.33,0
5708-XMDYV,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,117.66,332.2,1
5937-ESEUN,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),91.99,529.56,0
9431-DLFSJ,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.73,436.73,1
9142-AWWPD,Male,1,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,86.86,2760.28,0
5301-IRQOS,Male,0,Yes,Yes,61,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,58.92,3599.65,1
9044-GYRFS,Female,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,92.21,4093.54,1
6969-ULYCA,Female,0,No,No,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.23,368.1,1
7807-EAHGO,Male,0,No,No,4,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,105.0,438.97,1
1565-KRNIE,Male,0,No,No,62,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),112.49,6960.98,1
6768-WDLAX,Female,0,No,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.14,55.28,1
6697-MACVH,Male,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.25,337.54,0
6131-XRYPT,Female,1,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.16,168.65,1
3987-TPBQJ,Male,1,Yes,No,49,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),109.51,5381.52,1
1640-GJSTI,Female,0,No,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),91.57,362.69,1
9994-VQIIE,Male,0,Yes,Yes,9,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),78.48,705.25,1
9075-XGKHY,Male,0,Yes,Yes,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,84.59,3743.75,1
3778-NBJUX,Female,0,Yes,No,32,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),60.03,1910.51,0
1507-PPSKF,Male,0,No,Yes,3,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),51.02,144.85,1
7935-FGPMC,Female,1,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),106.0,528.22,1
2964-XXIXC,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.14,693.83,1
7489-FYQCB,Female,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.64,279.56,1
2534-LXFJK,Male,1,No,No,58,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),96.0,5589.72,1
1325-PPXRV,Male,1,No,No,65,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),96.54,6277.28,1
7312-WXIUS,Female,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,1180.17,1
3338-BXAZP,Female,0,No,Yes,57,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,56.7,3229.91,0
9583-VRCXA,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.25,84.36,1
8299-FSVSK,Male,0,No,Yes,49,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,73.52,3602.92,0
5250-HETIO,Female,1,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.46,244.37,0
3237-UNDXX,Female,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.25,177.59,0
7482-HTQBT,Male,1,No,No,15,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),64.41,958.83,1
6646-PJBKJ,Female,1,No,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,94.68,651.2,1
6349-SYYNK,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,89.79,6101.65,1
9697-IGOTQ,Female,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),30.07,749.26,1
4784-CONHD,Female,0,No,No,65,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,75.11,4875.27,0
4570-ZJBNH,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.26,4338.2,1
1864-WJYRO,Male,1,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,97.83,4401.4,1
5721-EVMRB,Male,1,No,Yes,19,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,79.47,1503.58,0
9232-MNJDO,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.21,1614.59,0
4283-HONUI,Female,0,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,84.35,1442.49,1
5755-TCZOX,Female,0,No,No,67,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.57,6261.33,1
3815-QYPDK,Female,0,No,No,7,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,78.21,554.42,1
7319-YHCSN,Female,0,Yes,Yes,72,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),70.95,5108.93,0
9513-ICDYD,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),106.1,765.28,1
1371-KSPWV,Female,0,Yes,No,65,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,53.45,3466.28,0
5471-QJXQP,Female,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.83,1203.18,0
5608-TVFGN,Male,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.25,1040.03,0
4543-KLNEE,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,414.12,0
3542-TVWZO,Male,0,No,No,36,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,91.28,3259.32,1
8719-ZAYXW,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,102.03,1526.99,1
5870-ICZDP,Male,1,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.82,832.21,0
7928-GVNPR,Female,1,No,Yes,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),102.73,3611.26,1
8951-PPBJG,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,74.69,5161.96,1
9802-YOIGX,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.44,383.01,1
3364-PZCQW,Female,0,Yes,No,49,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,95.85,4696.17,0
6551-HBYTZ,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.29,72.29,1
2360-YCHBS,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),82.69,754.55,1
1911-QETQJ,Male,0,No,No,59,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,118.75,7012.34,0
9064-IVFKB,Female,0,No,No,34,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,71.52,2435.15,1
5309-WLLPY,Male,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.28,168.96,0
6253-VXLUR,Female,1,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,748.89,0
6818-MOPDL,Female,1,Yes,No,10,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),60.13,601.99,0
4349-QAVRV,Female,1,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),102.49,431.97,1
8331-PAJSP,Female,1,Yes,Yes,3,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.04,204.31,1
1964-NYBXF,Female,0,Yes,No,66,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),93.76,6212.92,0
5894-VWELD,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,90.86,2007.59,1
2423-VXDEG,Male,0,No,No,71,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,78.81,5583.89,1
1122-FMDMD,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,82.78,4971.17,1
1479-JTAUH,Male,0,No,Yes,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Credit card (automatic),88.35,4573.94,0
1662-GECOQ,Female,1,Yes,No,72,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),59.36,4279.69,0
4169-WMOST,Female,0,Yes,Yes,71,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),72.44,5147.33,0
5690-NUMLX,Female,0,Yes,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.21,196.55,1
4244-WICKJ,Male,0,Yes,No,22,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),108.92,2384.9,0
7380-AQZMN,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.32,544.61,1
3988-ABBGI,Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),105.64,105.64,1
6417-XDBSZ,Female,1,Yes,Yes,11,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,97.3,1068.41,1
3776-EIXML,Female,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,94.86,6546.48,0
1439-SIJSJ,Male,0,No,No,31,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.96,2998.71,1
